title,link
Tired of living but have to for my husband and kids,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired-of-living-but-have-to-for-my-husband-and-kids/td-p/21550
I don’t want to be here no more,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-want-to-be-here-no-more/td-p/581565
I just want someone to talk to,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-want-someone-to-talk-to/td-p/580688
Suicidailty and DSP application,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidailty-and-dsp-application/td-p/580295
Exhausted,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/exhausted/td-p/580933
advice?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/advice/td-p/580661
Hi,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi/td-p/580849
Help I guess.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-i-guess/td-p/580817
Memory blanks,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/memory-blanks/td-p/580848
obsessed with psychologist,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/obsessed-with-psychologist/td-p/580695
Just wanna express my own feelings...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-wanna-express-my-own-feelings/td-p/580549
how do i move on with life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-move-on-with-life/td-p/580554
Grieving Suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/grieving-suicide/td-p/579902
broken heart and no where to turn,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/broken-heart-and-no-where-to-turn/td-p/580268
Ignoring this any longer feels like lying to myself.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/ignoring-this-any-longer-feels-like-lying-to-myself/td-p/580406
Fish bowl,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/fish-bowl/td-p/579949
Self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm/td-p/578957
If I can so can you,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/if-i-can-so-can-you/td-p/580074
Desperate,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/desperate/td-p/579856
All too much,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/all-too-much/td-p/579669
Feeling down,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-down/td-p/579597
hi im new to this please talk to me i need someone x,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi-im-new-to-this-please-talk-to-me-i-need-someone-x/td-p/579451
Relapsed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/relapsed/td-p/579495
breaking sobriety,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/breaking-sobriety/td-p/579293
So very sad again and can’t tell anyone I’m having suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-very-sad-again-and-can-t-tell-anyone-i-m-having-suicidal/td-p/579232
I'm not built for survival,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-not-built-for-survival/td-p/579342
How do I stop,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-stop/td-p/579284
what do I do....,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-i-do/td-p/579203
Insanely Insecure,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/insanely-insecure/td-p/578009
I feel sick,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-sick/td-p/578458
I made a mistake,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-made-a-mistake/td-p/572827
Tired of moving forward with life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired-of-moving-forward-with-life/td-p/578018
Where do I go from here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/where-do-i-go-from-here/td-p/578054
What does help or support actually look like?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-does-help-or-support-actually-look-like/td-p/578001
Suicidal Friend,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-friend/td-p/577832
Can’t see a way thru this,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-see-a-way-thru-this/td-p/577627
Bright teenager self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/bright-teenager-self-harm/td-p/577797
Unsolvable issues,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/unsolvable-issues/td-p/577812
Struggling to get help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-to-get-help/td-p/561461
last night,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/last-night/td-p/577407
In a mental health crisis with no support,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/in-a-mental-health-crisis-with-no-support/td-p/577310
can't win,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-win/td-p/576976
Not coping,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-coping/td-p/577087
I am safe at the moment - thoughts of self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-am-safe-at-the-moment-thoughts-of-self-harm/td-p/576161
at my lowest,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/at-my-lowest/td-p/576775
How do I cope with 6 different high stress things at the same time???,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-cope-with-6-different-high-stress-things-at-the-same/td-p/576969
maladaptive daydreaming symptom and suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/maladaptive-daydreaming-symptom-and-suicidal-thoughts/td-p/576939
Managed to get through self harm and suicidal thoughts today,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/managed-to-get-through-self-harm-and-suicidal-thoughts-today/td-p/576773
wow,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/wow/td-p/576916
Anyone else feel like they just failed everyone and like they just can’t take anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anyone-else-feel-like-they-just-failed-everyone-and-like-they/td-p/576947
Theories on suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/theories-on-suicidal-thoughts/td-p/576267
I feel so messed up,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-so-messed-up/td-p/576481
Suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal/td-p/576605
Suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts/td-p/576416
What do I do?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-i-do/td-p/576553
Hey I just got released from prison after almost 5 years and I’m feeling jaded af,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hey-i-just-got-released-from-prison-after-almost-5-years-and-i-m/td-p/576371
What is wrong with my life?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-is-wrong-with-my-life/td-p/576209
doomed from the start,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/doomed-from-the-start/td-p/575467
Death of Hope,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/death-of-hope/td-p/576039
i don't look forward to anything anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-look-forward-to-anything-anymore/td-p/576098
Broken system,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/broken-system/td-p/575861
How do I help?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-help/td-p/576031
"My mum has had suicidal ""jokes""",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-mum-has-had-suicidal-quot-jokes-quot/td-p/575526
Close to the end,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/close-to-the-end/td-p/575979
Scared of Relapsing and Attempting Again.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scared-of-relapsing-and-attempting-again/td-p/575160
Life’s in total disarray,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-s-in-total-disarray/td-p/575273
"Too much to deal with, Sick of things, Life sucks, I don't want to keep fighting anymore",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/too-much-to-deal-with-sick-of-things-life-sucks-i-don-t-want-to/td-p/575096
Why am i doing this to myself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-am-i-doing-this-to-myself/td-p/574796
I’m so lonely right now,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-so-lonely-right-now/td-p/574852
"I’m drowning, and can’t find my way to the surface",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-drowning-and-can-t-find-my-way-to-the-surface/td-p/574739
Need to get it out,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/need-to-get-it-out/td-p/574387
I don’t want to hurt anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-want-to-hurt-anymore/td-p/574639
Struggling after loss,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-after-loss/td-p/574235
It's all I can think about,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-s-all-i-can-think-about/td-p/573775
Waiting caused me to slip,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/waiting-caused-me-to-slip/td-p/573707
HSC feels like too much,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hsc-feels-like-too-much/td-p/573364
Suicidal 20 yr old,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-20-yr-old/td-p/573085
Self harm urges and giving in,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-urges-and-giving-in/td-p/441146
Depression is awful,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression-is-awful/td-p/573035
What do I do?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-i-do/td-p/572870
Don't know how to fit into life anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-know-how-to-fit-into-life-anymore/td-p/572550
Are you living for others?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/are-you-living-for-others/td-p/572261
always feeling the need to sh,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/always-feeling-the-need-to-sh/td-p/572278
Suicidal constantly,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-constantly/td-p/14787
Getting of the weed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/getting-of-the-weed/td-p/571750
Do I deserve it or is my mum the asshole,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/do-i-deserve-it-or-is-my-mum-the-asshole/td-p/571544
Feeling alone,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-alone/td-p/571458
Silence and darkness,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/silence-and-darkness/td-p/571616
Body dysmorphia or just plain ugly?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/body-dysmorphia-or-just-plain-ugly/td-p/571474
My life is one hurdle after another,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-life-is-one-hurdle-after-another/td-p/568104
Broken,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/broken/td-p/571329
Im not sure what's happening (TW) - pls dont read if triggered by feelings of self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/im-not-sure-what-s-happening-tw-pls-dont-read-if-triggered-by/td-p/571302
Anxiety,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anxiety/td-p/571252
Your greatest promise with suicidal thoughts and/or self harm. TRIGGER WARNING,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/your-greatest-promise-with-suicidal-thoughts-and-or-self-harm/td-p/571195
Getting so tired,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/getting-so-tired/td-p/571042
Evil father,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/evil-father/td-p/570496
Is anyone particularly upset about dealing with ‘cognitive defects’?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-anyone-particularly-upset-about-dealing-with-cognitive/td-p/570506
can't take it anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-take-it-anymore/td-p/557443
Partnership challenges,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/partnership-challenges/td-p/570556
How are you guys keeping it together as everything is getting more and more expensive?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-are-you-guys-keeping-it-together-as-everything-is-getting/td-p/570005
What should I do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-should-i-do/td-p/569890
Bipolar Diagnosis and Treatment,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/bipolar-diagnosis-and-treatment/td-p/569391
Feeling Worthless,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-worthless/td-p/569889
i feel unwanted,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-unwanted/td-p/568475
I feel like I'm psychotic,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-like-i-m-psychotic/td-p/569853
I’m not really sure..,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-not-really-sure/td-p/569600
How much more can a mother take when her child has suicided,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-much-more-can-a-mother-take-when-her-child-has-suicided/td-p/569620
It’s all falling down,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-s-all-falling-down/td-p/569713
Am I alone,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/am-i-alone/td-p/569533
Life isn’t going anywhere,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-isn-t-going-anywhere/td-p/569353
Selfharm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/selfharm/td-p/568395
Highs and Lows,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/highs-and-lows/td-p/569215
Suicidal thoughts- how to U-turn,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-how-to-u-turn/td-p/569171
I’m thinking of ending things,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-thinking-of-ending-things/td-p/569001
what next,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-next/td-p/569003
Where do I go now,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/where-do-i-go-now/td-p/569013
Feeling stuck,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-stuck/td-p/568549
What happens if I tell my therapist I want to kill myself?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-happens-if-i-tell-my-therapist-i-want-to-kill-myself/td-p/568522
I don't know anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-anymore/td-p/568482
Vent/how I’m feeling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/vent-how-i-m-feeling/td-p/568425
i feel emotionally miserable,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-emotionally-miserable/td-p/568161
What to do if your parents display family violence,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-to-do-if-your-parents-display-family-violence/td-p/567984
